2306686,0.204603,0.220141
2336894,0.221167,0.215258
2367056,0.230155,0.210109
2397245,0.234978,0.206585
2427435,0.237974,0.203708
2457625,0.257523,0.207169
2487814,0.308880,0.213233
2517985,0.351554,0.219920
2548175,0.378737,0.224774
2578346,0.395275,0.227942
2608517,0.404861,0.229346
2638707,0.411491,0.230013
2668878,0.415461,0.230300
2699068,0.417769,0.231922
2729257,0.419190,0.232700
2759447,0.422495,0.233658
2789637,0.466165,0.229525
2819826,0.558110,0.216807
2849997,0.644408,0.210187
2880187,0.693439,0.205655
2910377,0.719198,0.203045
2940520,0.732828,0.199728
2970710,0.740451,0.197270
3000899,0.744874,0.195965
3031107,0.746359,0.194953
3061315,0.747335,0.193839
3091505,0.748490,0.192717
3121713,0.748766,0.192960
3151921,0.748777,0.192645
3182111,0.749375,0.191663
3212337,0.749625,0.191346
3242545,0.750022,0.190740
3272753,0.750282,0.190685
3302961,0.750446,0.190410
3333169,0.750609,0.190708
3363395,0.750704,0.190632
3393622,0.750681,0.190704
3423830,0.750764,0.190650
3454038,0.750786,0.190506
3484246,0.750871,0.190542
3514454,0.750844,0.190637
3544680,0.740099,0.185796
3574888,0.663211,0.159973
3605161,0.537520,0.122132
3635369,0.454925,0.093803
3665577,0.413884,0.082409
3695803,0.393907,0.076811
3726029,0.384033,0.069106
3756256,0.379270,0.069714
3786482,0.376014,0.067244
3816690,0.374187,0.066119
3846917,0.369678,0.066249
3877125,0.340079,0.066248
3907351,0.311132,0.063950
3937541,0.291224,0.062118
3967749,0.277328,0.060269
3997975,0.268824,0.059448
4028133,0.263019,0.058253
4058405,0.259264,0.057103
4088562,0.257056,0.056486
4118816,0.252959,0.054234
4148974,0.251540,0.049378
4179228,0.275612,0.041359
4209449,0.383827,0.026348
4239639,0.535813,0.015391
4269829,0.633084,0.001020
4300000,0.679294,-0.004778
4330189,0.701733,-0.005433
4360397,0.712543,-0.007393
4390537,0.717757,-0.008084
4420772,0.720727,-0.011851
4450999,0.715280,-0.045510
4481137,0.721124,-0.002183
4511391,0.722800,-0.000024
4541503,0.730839,-0.001824
4571757,0.737802,-0.005922
4601979,0.744139,-0.009001
4632187,0.748125,-0.012442
4662395,0.751707,-0.016136
4692603,0.754842,-0.021180
4722811,0.756172,-0.022062
4753065,0.756623,-0.020100
4783227,0.756996,-0.020379
4813435,0.757732,-0.021879
4843643,0.758190,-0.023148
4873832,0.758711,-0.024070
4904059,0.759344,-0.025302
4934267,0.759646,-0.026597
4964475,0.760419,-0.027581
4994683,0.761183,-0.028654
5024891,0.761673,-0.029299
5055080,0.761732,-0.030118
5085307,0.761872,-0.031057
5115515,0.761991,-0.032074
5145723,0.762238,-0.032309
5175931,0.762127,-0.032515
5206139,0.762252,-0.032604
5236328,0.762391,-0.032884
5266536,0.762350,-0.033013
5296763,0.762256,-0.033251
5326952,0.762322,-0.033694
5357160,0.762331,-0.033891
5387368,0.762625,-0.033836
5417558,0.762128,-0.033758
5447766,0.770693,-0.049612
5477909,-1,-1
5508030,-1,-1
5538086,0.664543,0.001559
5568018,0.627051,0.002987
5598382,0.587854,0.007729
5628710,0.557928,0.011929
5659019,0.537979,0.015216
5689301,0.524885,0.017286
5719527,0.517118,0.017661
5749735,0.511678,0.010506
5779943,0.508548,0.003285
5810151,0.506203,-0.001007
5840359,0.504506,-0.004375
5870567,0.503060,-0.007420
5900775,0.502364,-0.009545
5930983,0.500984,-0.010750
5961191,0.479080,0.017314
5991418,0.394211,0.170743
6021626,0.322132,0.303040
6051852,0.286769,0.368859
6082060,0.270633,0.395175
6112287,0.263382,0.410371
6142513,0.259619,0.414450
6172703,0.257956,0.417221
6202929,0.256973,0.421818
6233155,0.252975,0.428528
6263363,0.249165,0.438186
6293590,0.247281,0.444135
6323798,0.233764,0.465388
6353794,0.233515,0.471003
6383864,0.233545,0.476685
6413971,0.233694,0.481942
6444078,0.235163,0.484125
6474134,-1,-1
6504190,-1,-1
6534247,-1,-1
6564302,-1,-1
6594359,-1,-1
6624415,-1,-1
6654471,0.248230,0.473015
6685047,0.248520,0.475324
6715393,0.248560,0.477053
6745739,0.252812,0.474174
6776085,0.258642,0.466789
6806431,0.267073,0.455360
6836777,0.275669,0.443303
